Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,2021_Enrollment,2021_Free_Meal_Count,2021_Free_Meal_Percent,2021_FRPM_Count,2021_FRPM_Percent
2020-2021,Los Angeles,Los Angeles Unified,Justice Street Academy Charter,Elementary Schools (Public),Traditional,K,5,396,139,0.35100000000000003,164,0.414
2020-2021,Los Angeles,Los Angeles Unified,Katherine Johnson STEM Academy,Intermediate/Middle Schools (Public),Traditional,6,8,142,66,0.465,79,0.556
2020-2021,Los Angeles,Los Angeles Unified,Kenter Canyon Elementary Charter,Elementary Schools (Public),Traditional,K,5,488,44,0.09,48,0.098
2020-2021,Los Angeles,Los Angeles Unified,Kentwood Elementary,Elementary Schools (Public),Traditional,K,5,319,91,0.285,96,0.301
2020-2021,Los Angeles,Los Angeles Unified,Kester Avenue Elementary,Elementary Schools (Public),Traditional,K,5,946,412,0.436,484,0.512
2020-2021,Los Angeles,Los Angeles Unified,King/Drew Medical Magnet High,Alternative Schools of Choice,Alternative School of Choice,9,12,1589,1350,0.85,1433,0.902
2020-2021,Los Angeles,Los Angeles Unified,Kingsley Elementary,Elementary Schools (Public),Traditional,K,5,355,330,0.93,343,0.966
2020-2021,Los Angeles,Los Angeles Unified,KIPP Academy of Innovation,Intermediate/Middle Schools (Public),Traditional,5,8,495,292,0.59,420,0.848
2020-2021,Los Angeles,Los Angeles Unified,KIPP Academy of Opportunity,Intermediate/Middle Schools (Public),Traditional,5,8,494,337,0.682,453,0.917
2020-2021,Los Angeles,Los Angeles Unified,KIPP Comienza Community Prep,Elementary Schools (Public),Traditional,K,8,1077,719,0.6679999999999999,992,0.9209999999999999
2020-2021,Los Angeles,Los Angeles Unified,KIPP Corazon Academy,Elementary Schools (Public),Traditional,K,8,970,608,0.627,817,0.8420000000000001
2020-2021,Los Angeles,Los Angeles Unified,KIPP Empower Academy,Elementary Schools (Public),Traditional,K,4,591,398,0.6729999999999999,540,0.914
2020-2021,Los Angeles,Los Angeles Unified,KIPP Ignite Academy,Elementary Schools (Public),Traditional,K,4,421,305,0.7240000000000001,383,0.91
2020-2021,Los Angeles,Los Angeles Unified,KIPP Iluminar Academy,Elementary Schools (Public),Traditional,K,4,572,490,0.857,499,0.872
2020-2021,Los Angeles,Los Angeles Unified,KIPP Los Angeles College Preparatory,Intermediate/Middle Schools (Public),Traditional,5,8,533,344,0.645,484,0.9079999999999999
2020-2021,Los Angeles,Los Angeles Unified,KIPP Philosophers Academy,Intermediate/Middle Schools (Public),Traditional,5,8,244,191,0.7829999999999999,234,0.9590000000000001
2020-2021,Los Angeles,Los Angeles Unified,KIPP Promesa Prep,Elementary Schools (Public),Traditional,K,4,560,347,0.62,469,0.838
2020-2021,Los Angeles,Los Angeles Unified,KIPP Pueblo Unido,Elementary Schools (Public),Traditional,K,6,310,208,0.6709999999999999,267,0.861
2020-2021,Los Angeles,Los Angeles Unified,KIPP Raices Academy,Elementary Schools (Public),Traditional,K,4,578,340,0.588,428,0.74
2020-2021,Los Angeles,Los Angeles Unified,KIPP Scholar Academy,Intermediate/Middle Schools (Public),Traditional,5,8,410,270,0.659,379,0.924
2020-2021,Los Angeles,Los Angeles Unified,KIPP Sol Academy,Intermediate/Middle Schools (Public),Traditional,5,8,513,317,0.618,439,0.856
2020-2021,Los Angeles,Los Angeles Unified,KIPP Vida Preparatory Academy,Elementary Schools (Public),Traditional,K,4,593,421,0.71,563,0.9490000000000001
2020-2021,Los Angeles,Los Angeles Unified,Kittridge Street Elementary,Elementary Schools (Public),Traditional,K,5,716,644,0.899,661,0.9229999999999999
2020-2021,Los Angeles,Los Angeles Unified,Knollwood Preparatory Academy,Elementary Schools (Public),Traditional,K,5,404,218,0.54,252,0.624
2020-2021,Los Angeles,Los Angeles Unified,La Salle Avenue Elementary,Elementary Schools (Public),Traditional,K,5,350,332,0.9490000000000001,339,0.9690000000000001
2020-2021,Los Angeles,Los Angeles Unified,Lafayette Park Primary Center,Elementary Schools (Public),Traditional,K,K,73,67,0.9179999999999999,69,0.945
2020-2021,Los Angeles,Los Angeles Unified,Lake Balboa College Preparatory Magnet K-12,Alternative Schools of Choice,Alternative School of Choice,K,12,638,509,0.7979999999999999,542,0.85
2020-2021,Los Angeles,Los Angeles Unified,Lake Street Primary,Elementary Schools (Public),Traditional,K,1,161,147,0.9129999999999999,151,0.938
2020-2021,Los Angeles,Los Angeles Unified,Lanai Road Elementary,Elementary Schools (Public),Traditional,K,5,549,35,0.064,42,0.077
2020-2021,Los Angeles,Los Angeles Unified,Langdon Avenue Elementary,Elementary Schools (Public),Traditional,K,5,597,576,0.965,588,0.985
2020-2021,Los Angeles,Los Angeles Unified,Lankershim Elementary,Elementary Schools (Public),Traditional,K,5,346,302,0.873,312,0.902
2020-2021,Los Angeles,Los Angeles Unified,Larchmont Charter,K-12 Schools (Public),Traditional,K,12,1581,563,0.35600000000000004,658,0.41600000000000004
2020-2021,Los Angeles,Los Angeles Unified,Lassen Elementary,Elementary Schools (Public),Traditional,K,5,444,379,0.8540000000000001,404,0.91
2020-2021,Los Angeles,Los Angeles Unified,Latona Avenue Elementary,Elementary Schools (Public),Traditional,K,6,157,140,0.892,145,0.924
2020-2021,Los Angeles,Los Angeles Unified,Laurel Elementary,Elementary Schools (Public),Traditional,K,8,241,189,0.784,207,0.8590000000000001
2020-2021,Los Angeles,Los Angeles Unified,Leapwood Avenue Elementary,Elementary Schools (Public),Traditional,K,5,216,137,0.634,138,0.639
2020-2021,Los Angeles,Los Angeles Unified,Learning by Design Charter,Elementary Schools (Public),Traditional,K,5,134,107,0.799,115,0.858
2020-2021,Los Angeles,Los Angeles Unified,Leland Street Elementary,Elementary Schools (Public),Traditional,K,5,424,321,0.757,359,0.847
2020-2021,Los Angeles,Los Angeles Unified,Lemay Street Elementary,Elementary Schools (Public),Traditional,K,5,396,296,0.747,326,0.823
2020-2021,Los Angeles,Los Angeles Unified,Lenicia B. Weemes Elementary,Elementary Schools (Public),Traditional,K,5,451,422,0.9359999999999999,434,0.9620000000000001
2020-2021,Los Angeles,Los Angeles Unified,Leo Politi Elementary,Elementary Schools (Public),Traditional,K,5,671,640,0.9540000000000001,655,0.976
2020-2021,Los Angeles,Los Angeles Unified,Lexington Avenue Primary Center,Elementary Schools (Public),Traditional,K,2,114,92,0.807,97,0.851
2020-2021,Los Angeles,Los Angeles Unified,Libertas College Preparatory Charter,Elementary Schools (Public),Traditional,4,8,284,228,0.8029999999999999,275,0.968
2020-2021,Los Angeles,Los Angeles Unified,Liberty Boulevard Elementary,Elementary Schools (Public),Traditional,K,5,554,502,0.9059999999999999,531,0.958
2020-2021,Los Angeles,Los Angeles Unified,Liggett Street Elementary,Elementary Schools (Public),Traditional,K,5,584,513,0.878,539,0.9229999999999999
2020-2021,Los Angeles,Los Angeles Unified,Lillian Street Elementary,Elementary Schools (Public),Traditional,K,6,428,392,0.9159999999999999,417,0.9740000000000001
2020-2021,Los Angeles,Los Angeles Unified,Limerick Avenue Elementary,Elementary Schools (Public),Traditional,K,5,712,631,0.8859999999999999,658,0.924
2020-2021,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,High Schools (Public),Traditional,9,12,798,711,0.8909999999999999,760,0.9520000000000001
2020-2021,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy,High Schools (Public),Traditional,9,12,674,600,0.89,634,0.941
2020-2021,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Justice,High Schools (Public),Traditional,9,12,656,612,0.9329999999999999,631,0.9620000000000001
2020-2021,Los Angeles,Los Angeles Unified,Lockhurst Drive Charter Elementary,Elementary Schools (Public),Traditional,K,5,479,110,0.23,124,0.259
2020-2021,Los Angeles,Los Angeles Unified,Lockwood Avenue Elementary,Elementary Schools (Public),Traditional,K,6,381,355,0.932,373,0.9790000000000001
2020-2021,Los Angeles,Los Angeles Unified,Logan Academy of Global Ecology,Elementary Schools (Public),Traditional,K,8,374,346,0.925,357,0.955
2020-2021,Los Angeles,Los Angeles Unified,Loma Vista Elementary,Elementary Schools (Public),Traditional,K,5,656,602,0.9179999999999999,627,0.956
2020-2021,Los Angeles,Los Angeles Unified,Lomita Math/Science/Technology Magnet,Alternative Schools of Choice,Alternative School of Choice,K,5,867,552,0.637,627,0.723
2020-2021,Los Angeles,Los Angeles Unified,Loren Miller Elementary,Elementary Schools (Public),Traditional,K,6,673,649,0.9640000000000001,660,0.981
2020-2021,Los Angeles,Los Angeles Unified,Lorena Street Elementary,Elementary Schools (Public),Traditional,K,5,402,379,0.943,389,0.968
2020-2021,Los Angeles,Los Angeles Unified,Loreto Street Elementary,Elementary Schools (Public),Traditional,K,5,307,283,0.922,293,0.9540000000000001
2020-2021,Los Angeles,Los Angeles Unified,Lorne Street Elementary,Elementary Schools (Public),Traditional,K,5,462,295,0.639,329,0.7120000000000001
2020-2021,Los Angeles,Los Angeles Unified,Los Angeles Academy Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1158,1101,0.951,1130,0.976
2020-2021,Los Angeles,Los Angeles Unified,Los Angeles Academy of Arts and Enterprise,K-12 Schools (Public),Traditional,6,12,275,246,0.895,257,0.935
2020-2021,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,Alternative Schools of Choice,Alternative School of Choice,6,12,1635,718,0.439,872,0.5329999999999999
2020-2021,Los Angeles,Los Angeles Unified,Los Angeles Elementary,Elementary Schools (Public),Traditional,K,5,543,518,0.9540000000000001,533,0.982
2020-2021,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,High Schools (Public),Traditional,9,12,434,389,0.8959999999999999,402,0.9259999999999999
2020-2021,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy,K-12 Schools (Public),Traditional,6,12,439,309,0.7040000000000001,319,0.727
2020-2021,Los Angeles,Los Angeles Unified,Los Angeles Leadership Primary Academy,Elementary Schools (Public),Traditional,K,5,340,335,0.985,335,0.985
2020-2021,Los Angeles,Los Angeles Unified,Los Angeles Senior High,High Schools (Public),Traditional,9,12,1117,986,0.883,1022,0.915
2020-2021,Los Angeles,Los Angeles Unified,Los Feliz Charter Middle School for the Arts,Intermediate/Middle Schools (Public),Traditional,6,8,143,58,0.406,68,0.47600000000000003
2020-2021,Los Angeles,Los Angeles Unified,Los Feliz Charter School for the Arts,Elementary Schools (Public),Traditional,K,5,442,165,0.373,187,0.423
2020-2021,Los Angeles,Los Angeles Unified,Los Feliz Science/Tech/Engineer/Math/Medicine Magnet,Elementary Schools (Public),Traditional,K,5,439,354,0.8059999999999999,377,0.8590000000000001
2020-2021,Los Angeles,Los Angeles Unified,Lovelia P. Flournoy Elementary,Elementary Schools (Public),Traditional,K,5,423,405,0.9570000000000001,410,0.9690000000000001
2020-2021,Los Angeles,Los Angeles Unified,Loyola Village Fine And Performing Arts Magnet,Elementary Schools (Public),Traditional,K,5,269,172,0.639,185,0.688
2020-2021,Los Angeles,Los Angeles Unified,Lucille Roybal-Allard Elementary,Elementary Schools (Public),Traditional,K,6,523,446,0.853,467,0.893
2020-2021,Los Angeles,Los Angeles Unified,Luther Burbank Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1032,814,0.789,873,0.846
2020-2021,Los Angeles,Los Angeles Unified,MacArthur Park Elementary School for the Visual and Performing Arts,Elementary Schools (Public),Traditional,K,5,466,459,0.985,461,0.9890000000000001
2020-2021,Los Angeles,Los Angeles Unified,Madison Elementary,Elementary Schools (Public),Traditional,K,5,556,478,0.86,515,0.9259999999999999
2020-2021,Los Angeles,Los Angeles Unified,Magnolia Avenue Elementary,Elementary Schools (Public),Traditional,K,5,682,665,0.975,682,1.0
2020-2021,Los Angeles,Los Angeles Unified,Magnolia Science Academy 4,K-12 Schools (Public),Traditional,6,12,100,82,0.82,88,0.88
2020-2021,Los Angeles,Los Angeles Unified,Magnolia Science Academy 6,Intermediate/Middle Schools (Public),Traditional,6,8,163,140,0.8590000000000001,144,0.883
2020-2021,Los Angeles,Los Angeles Unified,Magnolia Science Academy 7,Elementary Schools (Public),Traditional,K,5,294,174,0.5920000000000001,222,0.755
2020-2021,Los Angeles,Los Angeles Unified,Magnolia Science Academy Bell,Intermediate/Middle Schools (Public),Traditional,6,8,440,309,0.7020000000000001,360,0.818
2020-2021,Los Angeles,Los Angeles Unified,Main Street Elementary,Elementary Schools (Public),Traditional,K,5,778,758,0.9740000000000001,771,0.991
2020-2021,Los Angeles,Los Angeles Unified,Malabar Street Elementary,Elementary Schools (Public),Traditional,K,6,487,445,0.914,455,0.934
2020-2021,Los Angeles,Los Angeles Unified,Manchester Avenue Elementary,Elementary Schools (Public),Traditional,1,6,716,682,0.953,692,0.966
2020-2021,Los Angeles,Los Angeles Unified,Manhattan Place Elementary,Elementary Schools (Public),Traditional,K,5,264,251,0.951,254,0.9620000000000001
2020-2021,Los Angeles,Los Angeles Unified,Manual Arts Senior High,High Schools (Public),Traditional,9,12,1132,1063,0.9390000000000001,1088,0.961
2020-2021,Los Angeles,Los Angeles Unified,Maple Primary Center,Elementary Schools (Public),Traditional,K,1,157,143,0.9109999999999999,150,0.955
2020-2021,Los Angeles,Los Angeles Unified,Mar Vista Elementary,Elementary Schools (Public),Traditional,K,5,570,62,0.109,66,0.11599999999999999
2020-2021,Los Angeles,Los Angeles Unified,Marguerite Poindexter LaMotte Elementary,Elementary Schools (Public),Traditional,K,5,500,483,0.966,489,0.978
2020-2021,Los Angeles,Los Angeles Unified,Marianna Avenue Elementary,Elementary Schools (Public),Traditional,K,6,302,264,0.8740000000000001,287,0.95
2020-2021,Los Angeles,Los Angeles Unified,Marina del Rey Middle,Intermediate/Middle Schools (Public),Traditional,6,8,489,408,0.8340000000000001,441,0.902
2020-2021,Los Angeles,Los Angeles Unified,Mariposa-Nabi Primary Center,Elementary Schools (Public),Traditional,K,2,122,113,0.9259999999999999,118,0.9670000000000001
2020-2021,Los Angeles,Los Angeles Unified,Mark Twain Middle,Intermediate/Middle Schools (Public),Traditional,6,8,874,493,0.564,516,0.59
2020-2021,Los Angeles,Los Angeles Unified,Marlton,Special Education Schools (Public),Special Education School,P,12,167,157,0.94,162,0.97
2020-2021,Los Angeles,Los Angeles Unified,Marquez Charter,Elementary Schools (Public),Traditional,K,5,428,55,0.129,57,0.133
2020-2021,Los Angeles,Los Angeles Unified,Martha Escutia Primary Center,Elementary Schools (Public),Traditional,K,K,231,201,0.87,221,0.9570000000000001
2020-2021,Los Angeles,Los Angeles Unified,Martin Luther King Jr. Elementary,Elementary Schools (Public),Traditional,K,5,384,364,0.948,376,0.9790000000000001
2020-2021,Los Angeles,Los Angeles Unified,Marvin Elementary,Elementary Schools (Public),Traditional,K,5,639,584,0.914,605,0.9470000000000001
2020-2021,Los Angeles,Los Angeles Unified,Mary McLeod Bethune Middle,Intermediate/Middle Schools (Public),Traditional,7,8,997,971,0.9740000000000001,981,0.9840000000000001
2020-2021,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,High Schools (Public),Traditional,9,12,528,474,0.898,495,0.938
2020-2021,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Academy at Roosevelt High",High Schools (Public),Traditional,9,12,552,501,0.9079999999999999,519,0.94
2020-2021,Los Angeles,Los Angeles Unified,Matrix for Success Academy,High Schools (Public),Traditional,9,12,162,141,0.87,149,0.92
2020-2021,Los Angeles,Los Angeles Unified,Maurice Sendak Elementary,Elementary Schools (Public),Traditional,K,5,407,372,0.914,383,0.941
2020-2021,Los Angeles,Los Angeles Unified,Mayall Street Elementary,Elementary Schools (Public),Traditional,K,5,474,276,0.5820000000000001,317,0.669
2020-2021,Los Angeles,Los Angeles Unified,Mayberry Street Elementary,Elementary Schools (Public),Traditional,K,5,180,141,0.7829999999999999,156,0.867
2020-2021,Los Angeles,Los Angeles Unified,Maywood Academy High,High Schools (Public),Traditional,9,12,1063,967,0.91,1006,0.946
2020-2021,Los Angeles,Los Angeles Unified,Maywood Center for Enriched Studies,K-12 Schools (Public),Traditional,6,12,1356,1178,0.8690000000000001,1263,0.9309999999999999
2020-2021,Los Angeles,Los Angeles Unified,Maywood Elementary,Elementary Schools (Public),Traditional,K,5,509,456,0.8959999999999999,486,0.955
2020-2021,Los Angeles,Los Angeles Unified,McKinley Avenue Elementary,Elementary Schools (Public),Traditional,K,6,695,674,0.97,688,0.99
2020-2021,Los Angeles,Los Angeles Unified,Melrose Avenue Elementary,Elementary Schools (Public),Traditional,K,5,458,184,0.402,223,0.48700000000000004
2020-2021,Los Angeles,Los Angeles Unified,Melvin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,358,297,0.83,324,0.905
2020-2021,Los Angeles,Los Angeles Unified,Menlo Avenue Elementary,Elementary Schools (Public),Traditional,K,5,419,408,0.9740000000000001,411,0.981
2020-2021,Los Angeles,Los Angeles Unified,Mervyn M. Dymally High,High Schools (Public),Traditional,9,12,672,649,0.966,660,0.982
2020-2021,Los Angeles,Los Angeles Unified,Metropolitan Continuation,Continuation High Schools,Continuation School,9,12,38,36,0.9470000000000001,37,0.9740000000000001
2020-2021,Los Angeles,Los Angeles Unified,Meyler Street Elementary,Elementary Schools (Public),Traditional,K,5,680,604,0.888,629,0.925
2020-2021,Los Angeles,Los Angeles Unified,Michelle Obama Elementary,Elementary Schools (Public),Traditional,K,5,624,592,0.9490000000000001,608,0.9740000000000001
2020-2021,Los Angeles,Los Angeles Unified,Micheltorena Street Elementary,Elementary Schools (Public),Traditional,K,5,385,149,0.387,161,0.418
