Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,01,61176,6090559,Alameda,Fremont Unified,Steven Millard Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,481,78,16.2%,84,17.5%,481,78,16.2%,84,17.5%,Y
2021-2022,01,61176,6056915,Alameda,Fremont Unified,Thornton Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,"1,302",190,14.6%,196,15.1%,"1,302",190,14.6%,196,15.1%,Y
2021-2022,01,61176,6000715,Alameda,Fremont Unified,Tom Maloney Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,527,95,18.0%,101,19.2%,527,95,18.0%,101,19.2%,Y
2021-2022,01,61176,6000830,Alameda,Fremont Unified,Vallejo Mill Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,474,107,22.6%,115,24.3%,472,107,22.7%,114,24.2%,Y
2021-2022,01,61176,0130435,Alameda,Fremont Unified,Vista Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,7,12,151,61,40.4%,63,41.7%,147,59,40.1%,61,41.5%,Y
2021-2022,01,61176,6000848,Alameda,Fremont Unified,Warm Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,3,6,"1,273",104,8.2%,109,8.6%,"1,273",104,8.2%,109,8.6%,Y
2021-2022,01,61176,6089619,Alameda,Fremont Unified,Warwick Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,789,94,11.9%,101,12.8%,780,94,12.1%,101,12.9%,Y
2021-2022,01,61176,0138693,Alameda,Fremont Unified,Washington High,Unified School District,High Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,9,12,"1,939",462,23.8%,498,25.7%,"1,890",441,23.3%,477,25.2%,Y
2021-2022,01,61176,6056923,Alameda,Fremont Unified,William Hopkins Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,940,89,9.5%,91,9.7%,940,89,9.5%,91,9.7%,Y
2021-2022,01,61176,0127233,Alameda,Fremont Unified,Young Adult Program,Unified School District,Special Education Schools (Public),Special Education School,N/A,N,N/A,N/A,N,9,12,31,5,16.1%,6,19.4%,1,0,0.0%,0,0.0%,Y
2021-2022,01,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,462,219,47.4%,256,55.4%,462,219,47.4%,256,55.4%,Y
2021-2022,01,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,283,146,51.6%,166,58.7%,283,146,51.6%,166,58.7%,Y
2021-2022,01,61192,0133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N,N/A,N/A,N,9,12,156,86,55.1%,88,56.4%,110,60,54.5%,62,56.4%,Y
2021-2022,01,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,552,275,49.8%,306,55.4%,552,275,49.8%,306,55.4%,Y
2021-2022,01,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,812,371,45.7%,445,54.8%,798,366,45.9%,438,54.9%,Y
2021-2022,01,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,514,313,60.9%,344,66.9%,514,313,60.9%,344,66.9%,Y
2021-2022,01,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,733,424,57.8%,444,60.6%,720,417,57.9%,437,60.7%,Y
2021-2022,01,61192,0000000,Alameda,Hayward Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,58,18,31.0%,18,31.0%,3,1,33.3%,1,33.3%,Y
2021-2022,01,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,438,192,43.8%,210,47.9%,438,192,43.8%,210,47.9%,Y
2021-2022,01,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,487,180,37.0%,207,42.5%,481,179,37.2%,205,42.6%,Y
2021-2022,01,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,289,149,51.6%,161,55.7%,289,149,51.6%,161,55.7%,Y
2021-2022,01,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,478,219,45.8%,251,52.5%,464,213,45.9%,242,52.2%,Y
2021-2022,01,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,8,124,64,51.6%,67,54.0%,124,64,51.6%,67,54.0%,Y
2021-2022,01,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,455,288,63.3%,305,67.0%,455,288,63.3%,305,67.0%,Y
2021-2022,01,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,517,313,60.5%,352,68.1%,517,313,60.5%,352,68.1%,Y
2021-2022,01,61192,0133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,9,12,"1,646",721,43.8%,776,47.1%,"1,619",710,43.9%,764,47.2%,Y
2021-2022,01,61192,0127944,Alameda,Hayward Unified,Hayward Twin Oaks Montessori,Unified School District,K-12 Schools (Public),Traditional,Not Participating,Y,1543,Directly funded,Y,1,12,488,153,31.4%,175,35.9%,487,153,31.4%,175,35.9%,Y
2021-2022,01,61192,0137646,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,0836,Directly funded,Y,6,12,826,360,43.6%,496,60.0%,824,359,43.6%,495,60.1%,Y
2021-2022,01,61192,0127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,1514,Directly funded,Y,K,8,561,312,55.6%,395,70.4%,552,307,55.6%,388,70.3%,Y
2021-2022,01,61192,0108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Y,0684,Directly funded,Y,9,12,596,197,33.1%,240,40.3%,587,196,33.4%,238,40.5%,Y
2021-2022,01,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,475,272,57.3%,300,63.2%,467,267,57.2%,295,63.2%,Y
2021-2022,01,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,350,144,41.1%,164,46.9%,350,144,41.1%,164,46.9%,Y
2021-2022,01,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,713,353,49.5%,399,56.0%,713,353,49.5%,399,56.0%,Y
2021-2022,01,61192,0135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,9,12,"1,941",788,40.6%,917,47.2%,"1,901",778,40.9%,905,47.6%,Y
2021-2022,01,61192,0000001,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,18,45.0%,19,47.5%,27,14,51.9%,15,55.6%,Y
2021-2022,01,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,492,236,48.0%,263,53.5%,492,236,48.0%,263,53.5%,Y
2021-2022,01,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,465,283,60.9%,307,66.0%,456,278,61.0%,302,66.2%,Y
2021-2022,01,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,395,207,52.4%,224,56.7%,382,200,52.4%,217,56.8%,Y
2021-2022,01,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,672,362,53.9%,404,60.1%,659,354,53.7%,396,60.1%,Y
2021-2022,01,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,626,230,36.7%,266,42.5%,615,229,37.2%,264,42.9%,Y
2021-2022,01,61192,0111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,639,250,39.1%,262,41.0%,639,250,39.1%,262,41.0%,Y
2021-2022,01,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,362,186,51.4%,199,55.0%,362,186,51.4%,199,55.0%,Y
2021-2022,01,61192,0138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,9,12,"1,469",816,55.5%,885,60.2%,"1,413",780,55.2%,848,60.0%,Y
2021-2022,01,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,374,195,52.1%,211,56.4%,374,195,52.1%,211,56.4%,Y
2021-2022,01,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,546,352,64.5%,359,65.8%,546,352,64.5%,359,65.8%,Y
2021-2022,01,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,7,8,512,301,58.8%,326,63.7%,512,301,58.8%,326,63.7%,Y
2021-2022,01,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,563,59,10.5%,63,11.2%,547,57,10.4%,61,11.2%,Y
2021-2022,01,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,624,119,19.1%,121,19.4%,624,119,19.1%,121,19.4%,Y
2021-2022,01,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,592,104,17.6%,109,18.4%,579,103,17.8%,108,18.7%,Y
2021-2022,01,61200,0132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,7,12,128,66,51.6%,70,54.7%,110,59,53.6%,61,55.5%,Y
2021-2022,01,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,568,143,25.2%,150,26.4%,568,143,25.2%,150,26.4%,Y
2021-2022,01,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,654,33,5.0%,41,6.3%,644,31,4.8%,39,6.1%,Y
2021-2022,01,61200,0133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"2,295",329,14.3%,350,15.3%,"2,209",311,14.1%,331,15.0%,Y
2021-2022,01,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,477,131,27.5%,136,28.5%,466,129,27.7%,134,28.8%,Y
2021-2022,01,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,8,764,103,13.5%,115,15.1%,753,100,13.3%,112,14.9%,Y
2021-2022,01,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,8,863,424,49.1%,445,51.6%,863,424,49.1%,445,51.6%,Y
2021-2022,01,61200,0135376,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,371,48,12.9%,49,13.2%,358,48,13.4%,49,13.7%,Y
2021-2022,01,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,P,5,512,114,22.3%,122,23.8%,498,111,22.3%,119,23.9%,Y
2021-2022,01,61200,0134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,791",351,19.6%,368,20.5%,"1,752",341,19.5%,358,20.4%,Y
2021-2022,01,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,346,200,57.8%,207,59.8%,346,200,57.8%,207,59.8%,Y
2021-2022,01,61200,0000001,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,10,25.0%,10,25.0%,38,10,26.3%,10,26.3%,Y
2021-2022,01,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,595,98,16.5%,99,16.6%,582,94,16.2%,95,16.3%,Y
2021-2022,01,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,732,59,8.1%,59,8.1%,719,57,7.9%,57,7.9%,Y
2021-2022,01,61200,0130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,1,12,195,44,22.6%,45,23.1%,190,43,22.6%,44,23.2%,Y
2021-2022,01,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,896,61,6.8%,71,7.9%,896,61,6.8%,71,7.9%,Y
2021-2022,01,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,N,N/A,N/A,N,K,8,20,17,85.0%,17,85.0%,20,17,85.0%,17,85.0%,Y
2021-2022,01,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,379,197,52.0%,227,59.9%,371,192,51.8%,222,59.8%,Y
2021-2022,01,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,3,6,422,107,25.4%,118,28.0%,422,107,25.4%,118,28.0%,Y
2021-2022,01,61234,6001499,Alameda,Newark Unified,Birch Grove Primary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,360,101,28.1%,108,30.0%,337,95,28.2%,102,30.3%,Y
2021-2022,01,61234,0135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,62,25,40.3%,29,46.8%,22,12,54.5%,13,59.1%,Y
2021-2022,01,61234,6001481,Alameda,Newark Unified,Coyote Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,520,236,45.4%,260,50.0%,520,236,45.4%,260,50.0%,Y
2021-2022,01,61234,0130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,12,162,64,39.5%,70,43.2%,158,62,39.2%,68,43.0%,Y
2021-2022,01,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,176,91,51.7%,101,57.4%,176,91,51.7%,101,57.4%,Y
2021-2022,01,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,400,85,21.3%,92,23.0%,396,85,21.5%,92,23.2%,Y
2021-2022,01,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,372,145,39.0%,174,46.8%,361,141,39.1%,169,46.8%,Y
2021-2022,01,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,7,8,679,254,37.4%,280,41.2%,679,254,37.4%,280,41.2%,Y
2021-2022,01,61234,0130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,634",580,35.5%,632,38.7%,"1,602",563,35.1%,614,38.3%,Y
2021-2022,01,61234,0000001,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,3,42.9%,3,42.9%,5,2,40.0%,2,40.0%,Y
2021-2022,01,61242,0110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,9,12,9,5,55.6%,7,77.8%,7,4,57.1%,6,85.7%,Y
2021-2022,01,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,630,240,38.1%,310,49.2%,618,238,38.5%,304,49.2%,Y
2021-2022,01,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,936,411,43.9%,518,55.3%,936,411,43.9%,518,55.3%,Y
2021-2022,01,61242,0110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,147,73,49.7%,76,51.7%,100,54,54.0%,57,57.0%,Y
2021-2022,01,61242,0126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,12,589,221,37.5%,262,44.5%,562,211,37.5%,252,44.8%,Y
2021-2022,01,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,617,85,13.8%,113,18.3%,600,82,13.7%,110,18.3%,Y
2021-2022,01,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,578,242,41.9%,273,47.2%,559,235,42.0%,266,47.6%,Y
2021-2022,01,61242,6001606,Alameda,New Haven Unified,Hillview Crest Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,443,207,46.7%,260,58.7%,431,204,47.3%,254,58.9%,Y
2021-2022,01,61242,6068266,Alameda,New Haven Unified,Itliong-Vera Cruz,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,"1,113",317,28.5%,435,39.1%,"1,113",317,28.5%,435,39.1%,Y
2021-2022,01,61242,0134668,Alameda,New Haven Unified,James Logan High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"3,424","1,064",31.1%,"1,336",39.0%,"3,342","1,037",31.0%,"1,306",39.1%,Y
2021-2022,01,61242,0000001,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,3,20.0%,3,20.0%,4,1,25.0%,1,25.0%,Y
2021-2022,01,61242,6101604,Alameda,New Haven Unified,Pioneer Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,633,171,27.0%,249,39.3%,619,168,27.1%,245,39.6%,Y
2021-2022,01,61242,6001622,Alameda,New Haven Unified,Searles Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,685,325,47.4%,382,55.8%,661,315,47.7%,370,56.0%,Y
2021-2022,01,61242,6115505,Alameda,New Haven Unified,Tom Kitayama Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,623,204,32.7%,287,46.1%,609,202,33.2%,283,46.5%,Y
2021-2022,01,61259,0111476,Alameda,Oakland Unified,Achieve Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,0780,Directly funded,Y,K,5,548,290,52.9%,298,54.4%,536,284,53.0%,292,54.5%,Y
