Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,01,61176,0130138,Alameda,Fremont Unified,Robertson High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,143,76,53.1%,86,60.1%,111,56,50.5%,65,58.6%,Y
2020-2021,01,61176,6090559,Alameda,Fremont Unified,Steven Millard Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,523,87,16.6%,96,18.4%,523,87,16.6%,96,18.4%,Y
2020-2021,01,61176,6056915,Alameda,Fremont Unified,Thornton Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,"1,278",192,15.0%,220,17.2%,"1,278",192,15.0%,220,17.2%,Y
2020-2021,01,61176,6000715,Alameda,Fremont Unified,Tom Maloney Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,620,86,13.9%,103,16.6%,606,85,14.0%,102,16.8%,Y
2020-2021,01,61176,6000830,Alameda,Fremont Unified,Vallejo Mill Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,504,101,20.0%,116,23.0%,504,101,20.0%,116,23.0%,Y
2020-2021,01,61176,0130435,Alameda,Fremont Unified,Vista Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,7,12,25,11,44.0%,12,48.0%,23,10,43.5%,11,47.8%,Y
2020-2021,01,61176,6000848,Alameda,Fremont Unified,Warm Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,3,5,793,30,3.8%,35,4.4%,793,30,3.8%,35,4.4%,Y
2020-2021,01,61176,6089619,Alameda,Fremont Unified,Warwick Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,963,104,10.8%,118,12.3%,946,104,11.0%,118,12.5%,Y
2020-2021,01,61176,0138693,Alameda,Fremont Unified,Washington High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,911",461,24.1%,545,28.5%,"1,855",437,23.6%,517,27.9%,Y
2020-2021,01,61176,6056923,Alameda,Fremont Unified,William Hopkins Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,978,86,8.8%,93,9.5%,978,86,8.8%,93,9.5%,Y
2020-2021,01,61176,0127233,Alameda,Fremont Unified,Young Adult Program,Unified School District,Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,9,12,33,7,21.2%,8,24.2%,0,0,0.0%,0,0.0%,Y
2020-2021,01,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,520,268,51.5%,301,57.9%,520,268,51.5%,301,57.9%,Y
2020-2021,01,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,296,162,54.7%,174,58.8%,296,162,54.7%,174,58.8%,Y
2020-2021,01,61192,0133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,142,78,54.9%,84,59.2%,105,60,57.1%,65,61.9%,Y
2020-2021,01,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,562,284,50.5%,316,56.2%,562,284,50.5%,316,56.2%,Y
2020-2021,01,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,834,436,52.3%,522,62.6%,825,434,52.6%,519,62.9%,Y
2020-2021,01,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,532,330,62.0%,358,67.3%,532,330,62.0%,358,67.3%,Y
2020-2021,01,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,788,513,65.1%,556,70.6%,777,507,65.3%,546,70.3%,Y
2020-2021,01,61192,0000000,Alameda,Hayward Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,52,15,28.8%,15,28.8%,3,2,66.7%,2,66.7%,Y
2020-2021,01,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,513,221,43.1%,250,48.7%,513,221,43.1%,250,48.7%,Y
2020-2021,01,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,513,188,36.6%,224,43.7%,502,187,37.3%,222,44.2%,Y
2020-2021,01,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,327,175,53.5%,199,60.9%,327,175,53.5%,199,60.9%,Y
2020-2021,01,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,537,292,54.4%,323,60.1%,524,283,54.0%,314,59.9%,Y
2020-2021,01,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,134,77,57.5%,84,62.7%,134,77,57.5%,84,62.7%,Y
2020-2021,01,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,507,338,66.7%,353,69.6%,507,338,66.7%,353,69.6%,Y
2020-2021,01,61192,0119248,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,1067,Directly funded,Y,1,8,308,49,15.9%,57,18.5%,308,49,15.9%,57,18.5%,Y
2020-2021,01,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,455,297,65.3%,322,70.8%,455,297,65.3%,322,70.8%,Y
2020-2021,01,61192,0133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,696",838,49.4%,945,55.7%,"1,677",831,49.6%,938,55.9%,Y
2020-2021,01,61192,0131334,Alameda,Hayward Unified,Highland,Unified School District,Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,K,12,19,13,68.4%,13,68.4%,19,13,68.4%,13,68.4%,Y
2020-2021,01,61192,0137646,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Y,0836,Directly funded,Y,6,12,824,375,45.5%,492,59.7%,819,372,45.4%,489,59.7%,Y
2020-2021,01,61192,0127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,1514,Directly funded,Y,K,8,602,283,47.0%,319,53.0%,594,281,47.3%,317,53.4%,Y
2020-2021,01,61192,0108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Y,0684,Directly funded,Y,9,12,614,264,43.0%,339,55.2%,607,262,43.2%,337,55.5%,Y
2020-2021,01,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,552,359,65.0%,387,70.1%,544,356,65.4%,384,70.6%,Y
2020-2021,01,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,349,154,44.1%,176,50.4%,349,154,44.1%,176,50.4%,Y
2020-2021,01,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,731,386,52.8%,451,61.7%,731,386,52.8%,451,61.7%,Y
2020-2021,01,61192,0135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,967",937,47.6%,"1,074",54.6%,"1,932",917,47.5%,"1,053",54.5%,Y
2020-2021,01,61192,0000001,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47,16,34.0%,17,36.2%,35,14,40.0%,15,42.9%,Y
2020-2021,01,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,522,252,48.3%,286,54.8%,522,252,48.3%,286,54.8%,Y
2020-2021,01,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,512,305,59.6%,334,65.2%,502,298,59.4%,327,65.1%,Y
2020-2021,01,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,430,229,53.3%,266,61.9%,421,225,53.4%,259,61.5%,Y
2020-2021,01,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,742,436,58.8%,484,65.2%,734,433,59.0%,481,65.5%,Y
2020-2021,01,61192,0127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Unified School District,High Schools (Public),Traditional,Not Participating,Y,1543,Directly funded,Y,9,12,221,115,52.0%,131,59.3%,212,110,51.9%,125,59.0%,Y
2020-2021,01,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,657,267,40.6%,312,47.5%,644,262,40.7%,305,47.4%,Y
2020-2021,01,61192,0111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,696,275,39.5%,289,41.5%,696,275,39.5%,289,41.5%,Y
2020-2021,01,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,401,207,51.6%,226,56.4%,401,207,51.6%,226,56.4%,Y
2020-2021,01,61192,0138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,501",884,58.9%,966,64.4%,"1,429",841,58.9%,918,64.2%,Y
2020-2021,01,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,407,236,58.0%,254,62.4%,407,236,58.0%,254,62.4%,Y
2020-2021,01,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,600,424,70.7%,445,74.2%,600,424,70.7%,445,74.2%,Y
2020-2021,01,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,528,353,66.9%,413,78.2%,528,353,66.9%,413,78.2%,Y
2020-2021,01,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,608,72,11.8%,76,12.5%,594,72,12.1%,76,12.8%,Y
2020-2021,01,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,640,117,18.3%,139,21.7%,640,117,18.3%,139,21.7%,Y
2020-2021,01,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,636,129,20.3%,141,22.2%,628,124,19.7%,136,21.7%,Y
2020-2021,01,61200,0132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,7,12,118,56,47.5%,60,50.8%,97,49,50.5%,52,53.6%,Y
2020-2021,01,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,585,168,28.7%,184,31.5%,585,168,28.7%,184,31.5%,Y
2020-2021,01,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,666,37,5.6%,42,6.3%,655,37,5.6%,42,6.4%,Y
2020-2021,01,61200,0133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"2,334",403,17.3%,447,19.2%,"2,256",390,17.3%,432,19.1%,Y
2020-2021,01,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,486,142,29.2%,154,31.7%,482,142,29.5%,153,31.7%,Y
2020-2021,01,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,778,124,15.9%,146,18.8%,769,123,16.0%,145,18.9%,Y
2020-2021,01,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,927,452,48.8%,491,53.0%,927,452,48.8%,491,53.0%,Y
2020-2021,01,61200,0135376,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,362,52,14.4%,52,14.4%,356,51,14.3%,51,14.3%,Y
2020-2021,01,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,P,5,556,130,23.4%,141,25.4%,544,128,23.5%,138,25.4%,Y
2020-2021,01,61200,0134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,860",382,20.5%,428,23.0%,"1,823",372,20.4%,417,22.9%,Y
2020-2021,01,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,362,223,61.6%,246,68.0%,361,223,61.8%,246,68.1%,Y
2020-2021,01,61200,0000001,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,6,17.6%,6,17.6%,31,6,19.4%,6,19.4%,Y
2020-2021,01,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,594,106,17.8%,114,19.2%,585,105,17.9%,113,19.3%,Y
2020-2021,01,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,744,55,7.4%,66,8.9%,733,55,7.5%,66,9.0%,Y
2020-2021,01,61200,0130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,1,12,94,20,21.3%,20,21.3%,87,18,20.7%,18,20.7%,Y
2020-2021,01,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,921,70,7.6%,81,8.8%,921,70,7.6%,81,8.8%,Y
2020-2021,01,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,16,10,62.5%,12,75.0%,15,10,66.7%,12,80.0%,Y
2020-2021,01,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,370,229,61.9%,263,71.1%,362,226,62.4%,260,71.8%,Y
2020-2021,01,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,3,6,453,150,33.1%,182,40.2%,453,150,33.1%,182,40.2%,Y
2020-2021,01,61234,6001499,Alameda,Newark Unified,Birch Grove Primary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,418,104,24.9%,123,29.4%,401,100,24.9%,118,29.4%,Y
2020-2021,01,61234,0135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,49,28,57.1%,36,73.5%,29,19,65.5%,23,79.3%,Y
2020-2021,01,61234,0130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,30,18,60.0%,22,73.3%,26,17,65.4%,20,76.9%,Y
2020-2021,01,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,272,155,57.0%,183,67.3%,268,154,57.5%,182,67.9%,Y
2020-2021,01,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,286,135,47.2%,160,55.9%,286,135,47.2%,160,55.9%,Y
2020-2021,01,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,365,220,60.3%,256,70.1%,364,220,60.4%,256,70.3%,Y
2020-2021,01,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,392,99,25.3%,122,31.1%,385,99,25.7%,122,31.7%,Y
2020-2021,01,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,379,179,47.2%,212,55.9%,369,172,46.6%,205,55.6%,Y
2020-2021,01,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,774,472,61.0%,530,68.5%,774,472,61.0%,530,68.5%,Y
2020-2021,01,61234,0130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,"1,713",710,41.4%,867,50.6%,"1,677",691,41.2%,846,50.4%,Y
2020-2021,01,61234,0000001,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,33.3%,2,33.3%,5,2,40.0%,2,40.0%,Y
2020-2021,01,61242,0110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,9,12,9,5,55.6%,5,55.6%,7,5,71.4%,5,71.4%,Y
2020-2021,01,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,655,210,32.1%,254,38.8%,641,208,32.4%,250,39.0%,Y
2020-2021,01,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,"1,010",459,45.4%,519,51.4%,"1,010",459,45.4%,519,51.4%,Y
2020-2021,01,61242,0110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,CEP,N ,N/A,N/A,N,9,12,124,49,39.5%,50,40.3%,105,40,38.1%,41,39.0%,Y
2020-2021,01,61242,0126763,Alameda,New Haven Unified,Decoto School for Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,12,471,133,28.2%,155,32.9%,454,126,27.8%,147,32.4%,Y
