Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,01,61176,6056915,Alameda,Fremont Unified,Thornton Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,"1,273",170,13.4%,209,16.4%,"1,273",170,13.4%,209,16.4%,Y
2019-2020,01,61176,6056923,Alameda,Fremont Unified,William Hopkins Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,"1,028",66,6.4%,81,7.9%,"1,028",66,6.4%,81,7.9%,Y
2019-2020,01,61176,6066468,Alameda,Fremont Unified,John Gomes Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,724,37,5.1%,45,6.2%,696,35,5.0%,42,6.0%,Y
2019-2020,01,61176,6089320,Alameda,Fremont Unified,Brookvale Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,600,75,12.5%,81,13.5%,577,72,12.5%,78,13.5%,Y
2019-2020,01,61176,6089619,Alameda,Fremont Unified,Warwick Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,955,106,11.1%,127,13.3%,935,104,11.1%,125,13.4%,Y
2019-2020,01,61176,6090526,Alameda,Fremont Unified,Joshua Chadbourne Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,692,47,6.8%,52,7.5%,692,47,6.8%,52,7.5%,Y
2019-2020,01,61176,6090534,Alameda,Fremont Unified,Mission San Jose Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,519,26,5.0%,30,5.8%,519,26,5.0%,30,5.8%,Y
2019-2020,01,61176,6090542,Alameda,Fremont Unified,Oliveira Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,776,116,14.9%,158,20.4%,751,114,15.2%,155,20.6%,Y
2019-2020,01,61176,6090559,Alameda,Fremont Unified,Steven Millard Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,528,66,12.5%,90,17.0%,528,66,12.5%,90,17.0%,Y
2019-2020,01,61176,6104723,Alameda,Fremont Unified,Ardenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,944,78,8.3%,93,9.9%,930,77,8.3%,92,9.9%,Y
2019-2020,01,61176,6106983,Alameda,Fremont Unified,Fred E. Weibel Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,742,48,6.5%,58,7.8%,724,46,6.4%,56,7.7%,Y
2019-2020,01,61176,6111330,Alameda,Fremont Unified,Forest Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,"1,059",64,6.0%,73,6.9%,"1,059",64,6.0%,73,6.9%,Y
2019-2020,01,61192,0000000,Alameda,Hayward Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,58,16,27.6%,22,37.9%,4,0,0.0%,1,25.0%,Y
2019-2020,01,61192,0000001,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,16,37.2%,16,37.2%,38,15,39.5%,15,39.5%,Y
2019-2020,01,61192,0108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,Unified School District,High Schools (Public),Traditional,N/A,Yes,0684,Directly funded,Y,9,12,601,241,40.1%,351,58.4%,595,237,39.8%,346,58.2%,Y
2019-2020,01,61192,0111815,Alameda,Hayward Unified,Stonebrae Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,742,333,44.9%,380,51.2%,742,333,44.9%,380,51.2%,Y
2019-2020,01,61192,0119248,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1067,Directly funded,Y,1,8,274,43,15.7%,57,20.8%,274,43,15.7%,57,20.8%,Y
2019-2020,01,61192,0127696,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1514,Directly funded,Y,K,8,589,263,44.7%,308,52.3%,577,257,44.5%,299,51.8%,Y
2019-2020,01,61192,0127944,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,1543,Directly funded,Y,9,12,219,105,47.9%,125,57.1%,213,103,48.4%,123,57.7%,Y
2019-2020,01,61192,0131334,Alameda,Hayward Unified,Highland,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,21,18,85.7%,18,85.7%,21,18,85.7%,18,85.7%,Y
2019-2020,01,61192,0133009,Alameda,Hayward Unified,Brenkwitz High,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,216,161,74.5%,178,82.4%,180,134,74.4%,148,82.2%,Y
2019-2020,01,61192,0133629,Alameda,Hayward Unified,Hayward High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,617",930,57.5%,"1,099",68.0%,"1,578",910,57.7%,"1,073",68.0%,Y
2019-2020,01,61192,0135319,Alameda,Hayward Unified,Mt. Eden High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,999","1,107",55.4%,"1,333",66.7%,"1,965","1,086",55.3%,"1,311",66.7%,Y
2019-2020,01,61192,0137646,Alameda,Hayward Unified,Impact Academy of Arts & Technology,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0836,Directly funded,Y,6,12,844,378,44.8%,504,59.7%,835,377,45.1%,502,60.1%,Y
2019-2020,01,61192,0138339,Alameda,Hayward Unified,Tennyson High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,518","1,053",69.4%,"1,179",77.7%,"1,445",995,68.9%,"1,115",77.2%,Y
2019-2020,01,61192,6000889,Alameda,Hayward Unified,Bowman Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,316,206,65.2%,239,75.6%,316,206,65.2%,239,75.6%,Y
2019-2020,01,61192,6000905,Alameda,Hayward Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,869,507,58.3%,620,71.3%,855,503,58.8%,615,71.9%,Y
2019-2020,01,61192,6000913,Alameda,Hayward Unified,Cherryland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,791,513,64.9%,577,72.9%,779,508,65.2%,570,73.2%,Y
2019-2020,01,61192,6000921,Alameda,Hayward Unified,East Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,561,331,59.0%,377,67.2%,561,331,59.0%,377,67.2%,Y
2019-2020,01,61192,6000947,Alameda,Hayward Unified,Eldridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,362,227,62.7%,278,76.8%,362,227,62.7%,278,76.8%,Y
2019-2020,01,61192,6000962,Alameda,Hayward Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,516,299,57.9%,361,70.0%,500,295,59.0%,356,71.2%,Y
2019-2020,01,61192,6000988,Alameda,Hayward Unified,Glassbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,502,367,73.1%,401,79.9%,502,367,73.1%,401,79.9%,Y
2019-2020,01,61192,6000996,Alameda,Hayward Unified,Harder Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,466,313,67.2%,346,74.2%,466,313,67.2%,346,74.2%,Y
2019-2020,01,61192,6001044,Alameda,Hayward Unified,Longwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,615,438,71.2%,502,81.6%,603,431,71.5%,494,81.9%,Y
2019-2020,01,61192,6001051,Alameda,Hayward Unified,Lorin A. Eden Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,370,176,47.6%,215,58.1%,370,176,47.6%,215,58.1%,Y
2019-2020,01,61192,6001093,Alameda,Hayward Unified,Palma Ceia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,561,345,61.5%,407,72.5%,561,345,61.5%,407,72.5%,Y
2019-2020,01,61192,6001101,Alameda,Hayward Unified,Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,510,364,71.4%,410,80.4%,500,358,71.6%,404,80.8%,Y
2019-2020,01,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,481,293,60.9%,350,72.8%,464,286,61.6%,343,73.9%,Y
2019-2020,01,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,786,496,63.1%,553,70.4%,768,489,63.7%,545,71.0%,Y
2019-2020,01,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,678,326,48.1%,413,60.9%,663,319,48.1%,406,61.2%,Y
2019-2020,01,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,443,286,64.6%,334,75.4%,443,286,64.6%,334,75.4%,Y
2019-2020,01,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,632,356,56.3%,430,68.0%,632,356,56.3%,430,68.0%,Y
2019-2020,01,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,537,345,64.2%,404,75.2%,537,345,64.2%,404,75.2%,Y
2019-2020,01,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,538,300,55.8%,367,68.2%,538,300,55.8%,367,68.2%,Y
2019-2020,01,61192,6056972,Alameda,Hayward Unified,Winton Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,534,366,68.5%,424,79.4%,534,366,68.5%,424,79.4%,Y
2019-2020,01,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,465,266,57.2%,311,66.9%,465,266,57.2%,311,66.9%,Y
2019-2020,01,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,747,471,63.1%,530,71.0%,747,471,63.1%,530,71.0%,Y
2019-2020,01,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,530,267,50.4%,311,58.7%,523,266,50.9%,310,59.3%,Y
2019-2020,01,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,640,465,72.7%,508,79.4%,640,465,72.7%,508,79.4%,Y
2019-2020,01,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,138,94,68.1%,111,80.4%,138,94,68.1%,111,80.4%,Y
2019-2020,01,61200,0000001,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,3,16.7%,3,16.7%,13,3,23.1%,3,23.1%,Y
2019-2020,01,61200,0130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,1,12,107,24,22.4%,26,24.3%,100,21,21.0%,23,23.0%,Y
2019-2020,01,61200,0132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,7,12,135,64,47.4%,69,51.1%,115,56,48.7%,61,53.0%,Y
2019-2020,01,61200,0133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,292",410,17.9%,452,19.7%,"2,209",388,17.6%,429,19.4%,Y
2019-2020,01,61200,0134536,Alameda,Livermore Valley Joint Unified,Livermore High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,856",396,21.3%,455,24.5%,"1,806",382,21.2%,439,24.3%,Y
2019-2020,01,61200,0135376,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,368,53,14.4%,54,14.7%,359,53,14.8%,54,15.0%,Y
2019-2020,01,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,992,535,53.9%,582,58.7%,979,530,54.1%,576,58.8%,Y
2019-2020,01,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,648,179,27.6%,196,30.2%,648,179,27.6%,196,30.2%,Y
2019-2020,01,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,712,48,6.7%,52,7.3%,694,47,6.8%,51,7.3%,Y
2019-2020,01,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,549,192,35.0%,209,38.1%,535,190,35.5%,207,38.7%,Y
2019-2020,01,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,783,120,15.3%,140,17.9%,768,115,15.0%,135,17.6%,Y
2019-2020,01,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,379,240,63.3%,274,72.3%,368,234,63.6%,267,72.6%,Y
2019-2020,01,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,961,62,6.5%,70,7.3%,961,62,6.5%,70,7.3%,Y
2019-2020,01,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,665,130,19.5%,147,22.1%,645,125,19.4%,142,22.0%,Y
2019-2020,01,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,690,126,18.3%,146,21.2%,690,126,18.3%,146,21.2%,Y
2019-2020,01,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,597,102,17.1%,120,20.1%,582,98,16.8%,115,19.8%,Y
2019-2020,01,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,761,55,7.2%,57,7.5%,745,54,7.2%,56,7.5%,Y
2019-2020,01,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,5,596,141,23.7%,157,26.3%,582,136,23.4%,151,25.9%,Y
2019-2020,01,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,613,73,11.9%,79,12.9%,598,72,12.0%,78,13.0%,Y
2019-2020,01,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,15,12,80.0%,12,80.0%,15,12,80.0%,12,80.0%,Y
2019-2020,01,61234,0000001,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,4,44.4%,4,44.4%,9,4,44.4%,4,44.4%,Y
2019-2020,01,61234,0130054,Alameda,Newark Unified,Newark Memorial High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,668",613,36.8%,726,43.5%,"1,634",596,36.5%,706,43.2%,Y
2019-2020,01,61234,0130484,Alameda,Newark Unified,Crossroads High (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,37,26,70.3%,27,73.0%,34,24,70.6%,25,73.5%,Y
2019-2020,01,61234,0135426,Alameda,Newark Unified,Bridgepoint High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,75,40,53.3%,47,62.7%,55,32,58.2%,36,65.5%,Y
2019-2020,01,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,375,229,61.1%,261,69.6%,359,223,62.1%,252,70.2%,Y
2019-2020,01,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,274,133,48.5%,153,55.8%,262,128,48.9%,147,56.1%,Y
2019-2020,01,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,307,123,40.1%,142,46.3%,307,123,40.1%,142,46.3%,Y
2019-2020,01,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,363,183,50.4%,213,58.7%,363,183,50.4%,213,58.7%,Y
2019-2020,01,61234,6001499,Alameda,Newark Unified,Birch Grove Primary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,415,98,23.6%,119,28.7%,387,92,23.8%,111,28.7%,Y
2019-2020,01,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,402,100,24.9%,112,27.9%,389,96,24.7%,108,27.8%,Y
2019-2020,01,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,388,153,39.4%,187,48.2%,372,144,38.7%,178,47.8%,Y
2019-2020,01,61234,6001531,Alameda,Newark Unified,Birch Grove Intermediate,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,3,6,463,146,31.5%,163,35.2%,463,146,31.5%,163,35.2%,Y
2019-2020,01,61234,6102917,Alameda,Newark Unified,Newark Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,893,403,45.1%,460,51.5%,893,403,45.1%,460,51.5%,Y
2019-2020,01,61242,0000001,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,7,30.4%,7,30.4%,12,5,41.7%,5,41.7%,Y
2019-2020,01,61242,0110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,104,51,49.0%,61,58.7%,83,38,45.8%,46,55.4%,Y
2019-2020,01,61242,0110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,9,7,77.8%,7,77.8%,6,4,66.7%,4,66.7%,Y
